iteration,cell_type,gene,rho
10,enterocyte of epithelium of large intestine,CYP2B6,0.4182355406022633
10,enterocyte of epithelium of large intestine,CYP2C8,0.1788990508521562
10,enterocyte of epithelium of large intestine,CYP2C9,0.1897366287794261
10,enterocyte of epithelium of large intestine,CYP1A2,0.10234451446933396
10,enterocyte of epithelium of large intestine,CYP7A1,0.009458380373969249
10,enterocyte of epithelium of large intestine,UGT1A1,0.2064819931095654
10,enterocyte of epithelium of large intestine,UGT1A6,0.1281614264921337
10,enterocyte of epithelium of large intestine,SULT2A1,0.14686901276209255
10,enterocyte of epithelium of large intestine,GSTA1,0.11142501758092324
10,enterocyte of epithelium of large intestine,GSTA2,0.08120489537795507
10,enterocyte of epithelium of large intestine,ABCB1,0.34480073058062344
10,enterocyte of epithelium of large intestine,ABCC2,0.06831885606317781
10,enterocyte of epithelium of large intestine,ABCC3,0.14370513649140623
10,enterocyte of epithelium of large intestine,SLCO1B1,-0.061901325076587466
10,enterocyte of epithelium of large intestine,G6PC1,0.18007584391463835
10,enterocyte of epithelium of large intestine,PCK1,-0.02901728699554946
10,enterocyte of epithelium of large intestine,CPT1A,0.33956633644311895
10,enterocyte of epithelium of large intestine,NFKB1,0.24542060735706803
10,enterocyte of epithelium of small intestine,CYP3A4,0.49953117674636666
10,enterocyte of epithelium of small intestine,CYP3A5,0.7072198781059541
10,enterocyte of epithelium of small intestine,CYP2B6,0.4230926491796998
10,enterocyte of epithelium of small intestine,CYP2C8,0.08353639184033648
10,enterocyte of epithelium of small intestine,CYP2C9,0.502625410220347
10,enterocyte of epithelium of small intestine,CYP1A2,
10,enterocyte of epithelium of small intestine,CYP7A1,-0.06246530897386211
10,enterocyte of epithelium of small intestine,UGT1A1,0.49390677807817895
10,enterocyte of epithelium of small intestine,UGT1A6,0.04598200930868868
10,enterocyte of epithelium of small intestine,SULT2A1,0.3823936258834843
10,enterocyte of epithelium of small intestine,GSTA1,0.14929676511954992
10,enterocyte of epithelium of small intestine,GSTA2,0.03657707199025423
10,enterocyte of epithelium of small intestine,ABCB1,0.6226207219878106
10,enterocyte of epithelium of small intestine,ABCC2,0.67431297704315
10,enterocyte of epithelium of small intestine,ABCC3,0.3770979840600094
10,enterocyte of epithelium of small intestine,SLCO1B1,
10,enterocyte of epithelium of small intestine,G6PC1,0.5620972401959511
10,enterocyte of epithelium of small intestine,PCK1,0.28375527426160335
10,enterocyte of epithelium of small intestine,CPT1A,0.3295124238162213
10,enterocyte of epithelium of small intestine,NFKB1,0.20020394295099653
10,extravillous trophoblast,CYP3A4,-0.01588666597775529
10,extravillous trophoblast,CYP3A5,-0.010536779886861889
10,extravillous trophoblast,CYP2B6,
10,extravillous trophoblast,CYP2C8,-0.01588666597775529
10,extravillous trophoblast,CYP2C9,-0.01588666597775529
10,extravillous trophoblast,CYP1A2,
10,extravillous trophoblast,CYP7A1,-0.02256133907875313
10,extravillous trophoblast,UGT1A1,
10,extravillous trophoblast,UGT1A6,
10,extravillous trophoblast,SULT2A1,0.01538162834619989
10,extravillous trophoblast,GSTA1,-0.0321757860162098
10,extravillous trophoblast,GSTA2,-0.044716201760635545
10,extravillous trophoblast,ABCB1,0.017948414249305274
10,extravillous trophoblast,ABCC2,0.049648198693696854
10,extravillous trophoblast,ABCC3,0.023425707917543906
10,extravillous trophoblast,SLCO1B1,-0.01588666597775529
10,extravillous trophoblast,G6PC1,-0.019497831860991344
10,extravillous trophoblast,PCK1,-0.019497831860991344
10,extravillous trophoblast,CPT1A,-0.015163724752562294
10,extravillous trophoblast,NFKB1,0.1482101267205328
10,hepatocyte,CYP3A4,0.76173873219526
10,hepatocyte,CYP3A5,0.8799235160321347
10,hepatocyte,CYP2B6,0.7775338597497277
10,hepatocyte,CYP2C8,0.8210955735529323
10,hepatocyte,CYP2C9,0.9027347006951226
10,hepatocyte,CYP1A2,0.6592174512943146
10,hepatocyte,CYP7A1,0.5202348994597854
10,hepatocyte,UGT1A1,0.1987444122600181
10,hepatocyte,UGT1A6,0.19072069778809714
10,hepatocyte,SULT2A1,0.7003110242921979
10,hepatocyte,GSTA1,-0.05428492462604956
10,hepatocyte,GSTA2,0.06074077208127613
10,hepatocyte,ABCB1,0.6896723293093546
10,hepatocyte,ABCC2,0.8495584717020832
10,hepatocyte,ABCC3,0.766253949804055
10,hepatocyte,SLCO1B1,0.8410477922820782
10,hepatocyte,G6PC1,0.7604478019262353
10,hepatocyte,PCK1,0.6944136043979945
10,hepatocyte,CPT1A,0.7671607026041273
10,hepatocyte,NFKB1,0.7018275725333263
10,intestinal crypt stem cell,CYP3A4,0.3501259362829265
10,intestinal crypt stem cell,CYP3A5,0.5372878668844313
10,intestinal crypt stem cell,CYP2B6,0.45583703439633555
10,intestinal crypt stem cell,CYP2C8,-0.21800179720701757
10,intestinal crypt stem cell,CYP2C9,0.5427584236090089
10,intestinal crypt stem cell,CYP1A2,
10,intestinal crypt stem cell,CYP7A1,
10,intestinal crypt stem cell,UGT1A1,0.11895042696283471
10,intestinal crypt stem cell,UGT1A6,-0.09413713970303032
10,intestinal crypt stem cell,SULT2A1,0.08473157146028444
10,intestinal crypt stem cell,GSTA1,0.6124693247488058
10,intestinal crypt stem cell,GSTA2,0.30881650152324286
10,intestinal crypt stem cell,ABCB1,0.6866395690754084
10,intestinal crypt stem cell,ABCC2,0.11168202102833269
10,intestinal crypt stem cell,ABCC3,0.4796080099993608
10,intestinal crypt stem cell,SLCO1B1,
10,intestinal crypt stem cell,G6PC1,0.23504416093120947
10,intestinal crypt stem cell,PCK1,0.5521884965797411
10,intestinal crypt stem cell,CPT1A,0.5145043234148284
10,intestinal crypt stem cell,NFKB1,0.477985223761255
10,macrophage,CYP3A4,0.20017563461365456
10,macrophage,CYP3A5,0.11374477737276154
10,macrophage,CYP2B6,0.13806895582643974
10,macrophage,CYP2C8,0.1369371811673514
10,macrophage,CYP2C9,0.1415911629238377
10,macrophage,CYP1A2,0.10301813000541335
10,macrophage,CYP7A1,-0.013560528910636934
10,macrophage,UGT1A1,0.2020442371568346
10,macrophage,UGT1A6,0.07046679184688577
10,macrophage,SULT2A1,0.09227918241867546
10,macrophage,GSTA1,0.004221726202642246
10,macrophage,GSTA2,0.027588564856745528
10,macrophage,ABCB1,0.04843037854340973
10,macrophage,ABCC2,0.13152646899040177
10,macrophage,ABCC3,-0.019748947936265776
10,macrophage,SLCO1B1,0.14078463951216896
10,macrophage,G6PC1,0.10310439861224396
10,macrophage,PCK1,0.1381274868500844
10,macrophage,CPT1A,-0.05726169238954557
10,macrophage,NFKB1,-0.07450216053658905
10,monocyte,CYP3A4,0.19344062409094806
10,monocyte,CYP3A5,0.17665428627250426
10,monocyte,CYP2B6,0.19813678915420477
10,monocyte,CYP2C8,0.16367352684327743
10,monocyte,CYP2C9,0.16458872624185636
10,monocyte,CYP1A2,0.19474754280995707
10,monocyte,CYP7A1,0.014988913146068162
10,monocyte,UGT1A1,0.20811838733249655
10,monocyte,UGT1A6,0.08615300717920958
10,monocyte,SULT2A1,0.17179503778992544
10,monocyte,GSTA1,0.0779454853158652
10,monocyte,GSTA2,-0.01212976667625762
10,monocyte,ABCB1,0.03438852313130954
10,monocyte,ABCC2,0.22465815577449236
10,monocyte,ABCC3,0.01040682429318228
10,monocyte,SLCO1B1,0.10215638725377707
10,monocyte,G6PC1,0.1971632862678675
10,monocyte,PCK1,0.15513206422168768
10,monocyte,CPT1A,-0.0537919823767414
10,monocyte,NFKB1,-0.07839329050160757
10,natural killer cell,CYP3A4,0.14126389208959153
10,natural killer cell,CYP3A5,0.13698507366147847
10,natural killer cell,CYP2B6,0.13681117155716344
10,natural killer cell,CYP2C8,0.12452691707643194
10,natural killer cell,CYP2C9,0.13975808183424468
10,natural killer cell,CYP1A2,0.15270235792070483
10,natural killer cell,CYP7A1,0.020830641502885196
10,natural killer cell,UGT1A1,0.0947580813720465
10,natural killer cell,UGT1A6,0.08369757528344308
10,natural killer cell,SULT2A1,0.11645868590546592
10,natural killer cell,GSTA1,-0.01325976033169517
10,natural killer cell,GSTA2,0.037682597386616924
10,natural killer cell,ABCB1,0.012545494329701356
10,natural killer cell,ABCC2,0.18103490953038573
10,natural killer cell,ABCC3,0.10165030285738366
10,natural killer cell,SLCO1B1,0.1388226489997753
10,natural killer cell,G6PC1,0.13633327017189065
10,natural killer cell,PCK1,0.08613470619966654
10,natural killer cell,CPT1A,-0.027867763833228767
10,natural killer cell,NFKB1,-0.008983612267798974
11,"CD4-positive, alpha-beta T cell",CYP3A4,0.1936559501216076
11,"CD4-positive, alpha-beta T cell",CYP3A5,0.21200920754670338
11,"CD4-positive, alpha-beta T cell",CYP2B6,0.23571230708082083
11,"CD4-positive, alpha-beta T cell",CYP2C8,0.22151262104168104
11,"CD4-positive, alpha-beta T cell",CYP2C9,0.2701041807723855
11,"CD4-positive, alpha-beta T cell",CYP1A2,0.06212123664826744
11,"CD4-positive, alpha-beta T cell",CYP7A1,-0.009087245794642379
11,"CD4-positive, alpha-beta T cell",UGT1A1,0.1236438865165794
11,"CD4-positive, alpha-beta T cell",UGT1A6,0.058975705885452714
11,"CD4-positive, alpha-beta T cell",SULT2A1,0.18866035671154185
11,"CD4-positive, alpha-beta T cell",GSTA1,0.018035808027897667
11,"CD4-positive, alpha-beta T cell",GSTA2,0.02516432188771877
11,"CD4-positive, alpha-beta T cell",ABCB1,0.0364435662702126
11,"CD4-positive, alpha-beta T cell",ABCC2,0.2315420897554972
11,"CD4-positive, alpha-beta T cell",ABCC3,0.21627759515198042
11,"CD4-positive, alpha-beta T cell",SLCO1B1,0.2047548791645943
11,"CD4-positive, alpha-beta T cell",G6PC1,0.13123015311478398
11,"CD4-positive, alpha-beta T cell",PCK1,0.18769071945214227
11,"CD4-positive, alpha-beta T cell",CPT1A,0.07146873614081331
11,"CD4-positive, alpha-beta T cell",NFKB1,0.04169158714032458
11,"CD8-positive, alpha-beta T cell",CYP3A4,0.09099418512997663
11,"CD8-positive, alpha-beta T cell",CYP3A5,0.08095291396518553
11,"CD8-positive, alpha-beta T cell",CYP2B6,0.05653613959765398
11,"CD8-positive, alpha-beta T cell",CYP2C8,0.07229818706650452
11,"CD8-positive, alpha-beta T cell",CYP2C9,0.05882705835607386
11,"CD8-positive, alpha-beta T cell",CYP1A2,0.013202996756806359
11,"CD8-positive, alpha-beta T cell",CYP7A1,0.05058311499368288
11,"CD8-positive, alpha-beta T cell",UGT1A1,0.060630486605373755
11,"CD8-positive, alpha-beta T cell",UGT1A6,0.09792641184688208
11,"CD8-positive, alpha-beta T cell",SULT2A1,0.04499347367586004
11,"CD8-positive, alpha-beta T cell",GSTA1,-0.017209342024716728
11,"CD8-positive, alpha-beta T cell",GSTA2,-0.014579045092352699
11,"CD8-positive, alpha-beta T cell",ABCB1,-0.06107235346985346
11,"CD8-positive, alpha-beta T cell",ABCC2,0.036777310541597226
11,"CD8-positive, alpha-beta T cell",ABCC3,0.012417727766578136
11,"CD8-positive, alpha-beta T cell",SLCO1B1,0.06850034724416006
11,"CD8-positive, alpha-beta T cell",G6PC1,0.09748666313999073
11,"CD8-positive, alpha-beta T cell",PCK1,0.01674959269582239
11,"CD8-positive, alpha-beta T cell",CPT1A,-0.008829141998385978
11,"CD8-positive, alpha-beta T cell",NFKB1,-0.005427033395072784
11,enterocyte of epithelium of large intestine,CYP3A4,0.12272503842394897
11,enterocyte of epithelium of large intestine,CYP3A5,0.04296517836964322
11,enterocyte of epithelium of large intestine,CYP2B6,0.24420411513650575
11,enterocyte of epithelium of large intestine,CYP2C8,0.09606787947008442
11,enterocyte of epithelium of large intestine,CYP2C9,0.24614108524008654
11,enterocyte of epithelium of large intestine,CYP1A2,0.10291603474083232
11,enterocyte of epithelium of large intestine,CYP7A1,-0.1750417771273511
11,enterocyte of epithelium of large intestine,UGT1A1,0.32477305444591015
11,enterocyte of epithelium of large intestine,UGT1A6,0.1388280516366935
11,enterocyte of epithelium of large intestine,SULT2A1,0.18287543979053425
11,enterocyte of epithelium of large intestine,GSTA1,0.1602867747350962
11,enterocyte of epithelium of large intestine,GSTA2,0.10573665776522628
11,enterocyte of epithelium of large intestine,ABCB1,0.2911081250627614
11,enterocyte of epithelium of large intestine,ABCC2,0.11885466217305164
11,enterocyte of epithelium of large intestine,ABCC3,0.150588326510075
11,enterocyte of epithelium of large intestine,SLCO1B1,-0.10574181151221626
11,enterocyte of epithelium of large intestine,G6PC1,0.03863527055993671
11,enterocyte of epithelium of large intestine,PCK1,0.08482011554696625
11,enterocyte of epithelium of large intestine,CPT1A,0.22942206676585616
11,enterocyte of epithelium of large intestine,NFKB1,0.39146608201986033
11,enterocyte of epithelium of small intestine,CYP3A4,0.5120956399437413
11,enterocyte of epithelium of small intestine,CYP3A5,0.6516643225503985
11,enterocyte of epithelium of small intestine,CYP2B6,0.49721939314296554
11,enterocyte of epithelium of small intestine,CYP2C8,-0.010201269222132577
11,enterocyte of epithelium of small intestine,CYP2C9,0.5346225972808251
11,enterocyte of epithelium of small intestine,CYP1A2,
11,enterocyte of epithelium of small intestine,CYP7A1,-0.16316234438497376
11,enterocyte of epithelium of small intestine,UGT1A1,0.48944683083235235
11,enterocyte of epithelium of small intestine,UGT1A6,-0.028830694248903617
11,enterocyte of epithelium of small intestine,SULT2A1,0.37354509822106635
11,enterocyte of epithelium of small intestine,GSTA1,0.17461322081575245
11,enterocyte of epithelium of small intestine,GSTA2,0.08202081923766887
11,enterocyte of epithelium of small intestine,ABCB1,0.6191748710736052
11,enterocyte of epithelium of small intestine,ABCC2,0.6795965222573868
11,enterocyte of epithelium of small intestine,ABCC3,0.4170651664322551
11,enterocyte of epithelium of small intestine,SLCO1B1,
11,enterocyte of epithelium of small intestine,G6PC1,0.5429443238624683
11,enterocyte of epithelium of small intestine,PCK1,0.3274261603375528
11,enterocyte of epithelium of small intestine,CPT1A,0.3125879043600563
11,enterocyte of epithelium of small intestine,NFKB1,0.1450816070010729
11,extravillous trophoblast,CYP3A4,-0.015886706551696904
11,extravillous trophoblast,CYP3A5,-0.023314263757956793
11,extravillous trophoblast,CYP2B6,
11,extravillous trophoblast,CYP2C8,-0.015886706551696904
11,extravillous trophoblast,CYP2C9,-0.022561396699556372
11,extravillous trophoblast,CYP1A2,
11,extravillous trophoblast,CYP7A1,-0.025277343375606443
11,extravillous trophoblast,UGT1A1,
11,extravillous trophoblast,UGT1A6,
11,extravillous trophoblast,SULT2A1,0.18014040195603379
11,extravillous trophoblast,GSTA1,-0.030034478355646568
11,extravillous trophoblast,GSTA2,-0.04929847250646975
11,extravillous trophoblast,ABCB1,0.08709404460844737
11,extravillous trophoblast,ABCC2,0.01985284197711496
11,extravillous trophoblast,ABCC3,0.006318733195179291
11,extravillous trophoblast,SLCO1B1,-0.019497881657713493
11,extravillous trophoblast,G6PC1,-0.022561496273861524
11,extravillous trophoblast,PCK1,-0.015886706551696904
11,extravillous trophoblast,CPT1A,0.037573308706865524
11,extravillous trophoblast,NFKB1,0.13317663400517585
11,hepatocyte,CYP3A4,0.7294653659609837
11,hepatocyte,CYP3A5,0.8846140713736448
11,hepatocyte,CYP2B6,0.7700954890100956
11,hepatocyte,CYP2C8,0.80954462618953
11,hepatocyte,CYP2C9,0.8980877158824211
11,hepatocyte,CYP1A2,0.623334019200878
11,hepatocyte,CYP7A1,0.5356553037151335
11,hepatocyte,UGT1A1,0.14442024267428777
11,hepatocyte,UGT1A6,0.14291128722070104
11,hepatocyte,SULT2A1,0.6763869481257697
11,hepatocyte,GSTA1,0.005785836792864001
11,hepatocyte,GSTA2,0.096142553192378
11,hepatocyte,ABCB1,0.7058838240413028
11,hepatocyte,ABCC2,0.8507925317666188
11,hepatocyte,ABCC3,0.7741576755785737
11,hepatocyte,SLCO1B1,0.8440257156625911
11,hepatocyte,G6PC1,0.75886325529942
11,hepatocyte,PCK1,0.6892149804431282
11,hepatocyte,CPT1A,0.7824970172852538
11,hepatocyte,NFKB1,0.6766798563628
11,intestinal crypt stem cell,CYP3A4,0.34908073400941
11,intestinal crypt stem cell,CYP3A5,0.7247167029321306
11,intestinal crypt stem cell,CYP2B6,0.335687757905566
11,intestinal crypt stem cell,CYP2C8,0.2229510200463816
11,intestinal crypt stem cell,CYP2C9,0.5308139394417049
11,intestinal crypt stem cell,CYP1A2,
11,intestinal crypt stem cell,CYP7A1,
11,intestinal crypt stem cell,UGT1A1,0.3186255276957425
11,intestinal crypt stem cell,UGT1A6,0.19322421737353068
11,intestinal crypt stem cell,SULT2A1,0.33726613703372516
11,intestinal crypt stem cell,GSTA1,0.3727471080627868
11,intestinal crypt stem cell,GSTA2,0.34422518626807397
11,intestinal crypt stem cell,ABCB1,0.6097387661135557
11,intestinal crypt stem cell,ABCC2,0.06406966938060896
11,intestinal crypt stem cell,ABCC3,0.4742131486972862
11,intestinal crypt stem cell,SLCO1B1,
11,intestinal crypt stem cell,G6PC1,0.1495074011055935
11,intestinal crypt stem cell,PCK1,0.5128096577591067
11,intestinal crypt stem cell,CPT1A,0.6081859962026914
11,intestinal crypt stem cell,NFKB1,0.6312819711632062
11,macrophage,CYP3A4,0.185043735339504
11,macrophage,CYP3A5,0.09948466087634997
11,macrophage,CYP2B6,0.12872191886702972
11,macrophage,CYP2C8,0.13062999898871425
11,macrophage,CYP2C9,0.15177171430199235
11,macrophage,CYP1A2,0.1279319742940275
11,macrophage,CYP7A1,-0.0146099429706102
11,macrophage,UGT1A1,0.1974884842369117
11,macrophage,UGT1A6,0.10958784707696434
11,macrophage,SULT2A1,0.09198099495920975
11,macrophage,GSTA1,0.016069007202701862
11,macrophage,GSTA2,0.04780703696674269
11,macrophage,ABCB1,0.03838597585400212
11,macrophage,ABCC2,0.11776203233649045
11,macrophage,ABCC3,-0.014799844955459357
11,macrophage,SLCO1B1,0.11022803832560198
11,macrophage,G6PC1,0.11051306860443146
11,macrophage,PCK1,0.15217396849548429
11,macrophage,CPT1A,-0.05011463507556263
11,macrophage,NFKB1,-0.06980319397853287
11,monocyte,CYP3A4,0.2189631907927534
11,monocyte,CYP3A5,0.1664360720552174
11,monocyte,CYP2B6,0.1750633676130573
11,monocyte,CYP2C8,0.14174268808314194
11,monocyte,CYP2C9,0.16188666879497898
11,monocyte,CYP1A2,0.09614219100850496
11,monocyte,CYP7A1,-0.019500117101665146
11,monocyte,UGT1A1,0.24460576299991915
11,monocyte,UGT1A6,0.025789651088226232
11,monocyte,SULT2A1,0.19130396303517314
11,monocyte,GSTA1,0.014207906431322507
11,monocyte,GSTA2,0.026172617761776804
11,monocyte,ABCB1,0.06651510564185406
11,monocyte,ABCC2,0.23660721349078212
11,monocyte,ABCC3,0.018299194652454377
11,monocyte,SLCO1B1,0.20341205942938365
11,monocyte,G6PC1,0.17515988906724356
11,monocyte,PCK1,0.17862348213824314
11,monocyte,CPT1A,-0.061227242832266944
11,monocyte,NFKB1,-0.06475575981246415
11,natural killer cell,CYP3A4,0.15455453396873853
11,natural killer cell,CYP3A5,0.1266974398179203
11,natural killer cell,CYP2B6,0.132361439796768
11,natural killer cell,CYP2C8,0.14081731645213882
11,natural killer cell,CYP2C9,0.16024727221504328
11,natural killer cell,CYP1A2,0.18724738967144341
11,natural killer cell,CYP7A1,0.01821747617438168
11,natural killer cell,UGT1A1,0.10465689349161211
11,natural killer cell,UGT1A6,0.09263277691290235
11,natural killer cell,SULT2A1,0.11624446505353746
11,natural killer cell,GSTA1,0.010571822083592235
11,natural killer cell,GSTA2,0.03902893011364788
11,natural killer cell,ABCB1,-0.02553290264205099
11,natural killer cell,ABCC2,0.17041737451020447
11,natural killer cell,ABCC3,0.1181356522514085
11,natural killer cell,SLCO1B1,0.18558645005217045
11,natural killer cell,G6PC1,0.1582022322202604
11,natural killer cell,PCK1,0.10712592929559162
11,natural killer cell,CPT1A,-0.02399387510905938
11,natural killer cell,NFKB1,-0.012632151426096722
12,"CD4-positive, alpha-beta T cell",CYP3A4,0.1949448565385034
12,"CD4-positive, alpha-beta T cell",CYP3A5,0.23622387930504468
12,"CD4-positive, alpha-beta T cell",CYP2B6,0.22540019395601002
12,"CD4-positive, alpha-beta T cell",CYP2C8,0.2067999800380837
12,"CD4-positive, alpha-beta T cell",CYP2C9,0.26939088956392665
12,"CD4-positive, alpha-beta T cell",CYP1A2,0.047555445109203925
12,"CD4-positive, alpha-beta T cell",CYP7A1,-0.011215502451515962
12,"CD4-positive, alpha-beta T cell",UGT1A1,0.06794730506389897
12,"CD4-positive, alpha-beta T cell",UGT1A6,0.05432776760976382
12,"CD4-positive, alpha-beta T cell",SULT2A1,0.17122085251333685
12,"CD4-positive, alpha-beta T cell",GSTA1,-0.018002653287940904
12,"CD4-positive, alpha-beta T cell",GSTA2,0.0011485717388217632
12,"CD4-positive, alpha-beta T cell",ABCB1,0.037226299309801966
12,"CD4-positive, alpha-beta T cell",ABCC2,0.19225220325141706
12,"CD4-positive, alpha-beta T cell",ABCC3,0.22271807123795737
12,"CD4-positive, alpha-beta T cell",SLCO1B1,0.1782744915718759
12,"CD4-positive, alpha-beta T cell",G6PC1,0.15054270151466143
12,"CD4-positive, alpha-beta T cell",PCK1,0.1518406232351855
12,"CD4-positive, alpha-beta T cell",CPT1A,0.0613544272783597
12,"CD4-positive, alpha-beta T cell",NFKB1,0.046926204329081796
12,"CD8-positive, alpha-beta T cell",CYP3A4,0.03322175214226675
12,"CD8-positive, alpha-beta T cell",CYP3A5,0.037893704658160575
12,"CD8-positive, alpha-beta T cell",CYP2B6,0.0577332772080478
12,"CD8-positive, alpha-beta T cell",CYP2C8,0.05384609650696698
12,"CD8-positive, alpha-beta T cell",CYP2C9,0.014653359220570811
12,"CD8-positive, alpha-beta T cell",CYP1A2,-0.004733336792061776
12,"CD8-positive, alpha-beta T cell",CYP7A1,-0.011721721493958476
12,"CD8-positive, alpha-beta T cell",UGT1A1,0.004373720018464961
12,"CD8-positive, alpha-beta T cell",UGT1A6,0.09373448328098474
12,"CD8-positive, alpha-beta T cell",SULT2A1,0.0055150021193602575
12,"CD8-positive, alpha-beta T cell",GSTA1,0.0022487842775594786
12,"CD8-positive, alpha-beta T cell",GSTA2,0.03838987038766282
12,"CD8-positive, alpha-beta T cell",ABCB1,-0.048375350801513534
12,"CD8-positive, alpha-beta T cell",ABCC2,0.019359937292847063
12,"CD8-positive, alpha-beta T cell",ABCC3,0.03012194048212247
12,"CD8-positive, alpha-beta T cell",SLCO1B1,0.07492537438772372
12,"CD8-positive, alpha-beta T cell",G6PC1,0.009795247294233804
12,"CD8-positive, alpha-beta T cell",PCK1,-0.022501675932809533
12,"CD8-positive, alpha-beta T cell",CPT1A,-0.015357962584922025
12,"CD8-positive, alpha-beta T cell",NFKB1,-0.011958388122625745
12,enterocyte of epithelium of large intestine,CYP3A4,0.24531450033281485
12,enterocyte of epithelium of large intestine,CYP3A5,0.2480161540180284
12,enterocyte of epithelium of large intestine,CYP2B6,0.5320968020508543
12,enterocyte of epithelium of large intestine,CYP2C8,0.07381327962638812
12,enterocyte of epithelium of large intestine,CYP2C9,0.3845436381370642
12,enterocyte of epithelium of large intestine,CYP1A2,-0.114519944992911
12,enterocyte of epithelium of large intestine,CYP7A1,-0.027072368922632706
12,enterocyte of epithelium of large intestine,UGT1A1,0.3293660734191778
12,enterocyte of epithelium of large intestine,UGT1A6,0.21991584277597828
12,enterocyte of epithelium of large intestine,SULT2A1,0.2698410760628468
12,enterocyte of epithelium of large intestine,GSTA1,0.2236332199946851
12,enterocyte of epithelium of large intestine,GSTA2,0.16392826289595766
12,enterocyte of epithelium of large intestine,ABCB1,0.38208568554239863
12,enterocyte of epithelium of large intestine,ABCC2,0.3192288188693242
12,enterocyte of epithelium of large intestine,ABCC3,0.15482034417061818
12,enterocyte of epithelium of large intestine,SLCO1B1,-0.06011232904563036
12,enterocyte of epithelium of large intestine,G6PC1,0.05280786277578487
12,enterocyte of epithelium of large intestine,PCK1,0.0034095782225799574
12,enterocyte of epithelium of large intestine,CPT1A,0.251930438610204
12,enterocyte of epithelium of large intestine,NFKB1,0.28292388952424136
12,enterocyte of epithelium of small intestine,CYP3A4,0.5434982624229663
12,enterocyte of epithelium of small intestine,CYP3A5,0.7242147210501642
12,enterocyte of epithelium of small intestine,CYP2B6,0.4073593075619506
12,enterocyte of epithelium of small intestine,CYP2C8,0.11392807284793939
12,enterocyte of epithelium of small intestine,CYP2C9,0.5652517888739167
12,enterocyte of epithelium of small intestine,CYP1A2,
12,enterocyte of epithelium of small intestine,CYP7A1,0.01118835861517859
12,enterocyte of epithelium of small intestine,UGT1A1,0.6260920558162072
12,enterocyte of epithelium of small intestine,UGT1A6,0.03689416117456021
12,enterocyte of epithelium of small intestine,SULT2A1,0.37277586420341596
12,enterocyte of epithelium of small intestine,GSTA1,0.11526019690576653
12,enterocyte of epithelium of small intestine,GSTA2,0.018865388132702478
12,enterocyte of epithelium of small intestine,ABCB1,0.5620637720664498
12,enterocyte of epithelium of small intestine,ABCC2,0.6508228152055747
12,enterocyte of epithelium of small intestine,ABCC3,0.44470229723394283
12,enterocyte of epithelium of small intestine,SLCO1B1,
12,enterocyte of epithelium of small intestine,G6PC1,0.46879917862708986
12,enterocyte of epithelium of small intestine,PCK1,0.2966947960618847
12,enterocyte of epithelium of small intestine,CPT1A,0.26404125644631976
12,enterocyte of epithelium of small intestine,NFKB1,0.21417520341569932
12,extravillous trophoblast,CYP3A4,-0.013370356583675844
12,extravillous trophoblast,CYP3A5,-0.00044172069314456414
12,extravillous trophoblast,CYP2B6,
12,extravillous trophoblast,CYP2C8,-0.009434552851833599
12,extravillous trophoblast,CYP2C9,-0.016409545272433868
12,extravillous trophoblast,CYP1A2,
12,extravillous trophoblast,CYP7A1,-0.02127357821585591
12,extravillous trophoblast,UGT1A1,
12,extravillous trophoblast,UGT1A6,
12,extravillous trophoblast,SULT2A1,-0.05496489416595842
12,extravillous trophoblast,GSTA1,-0.02335300988949216
12,extravillous trophoblast,GSTA2,-0.03895064969114518
12,extravillous trophoblast,ABCB1,0.06043855705358439
12,extravillous trophoblast,ABCC2,-0.07953005849161922
12,extravillous trophoblast,ABCC3,-0.0941398663785101
12,extravillous trophoblast,SLCO1B1,-0.016409545272433868
12,extravillous trophoblast,G6PC1,-0.013370356583675844
12,extravillous trophoblast,PCK1,-0.016409545272433868
12,extravillous trophoblast,CPT1A,0.016270515610248573
12,extravillous trophoblast,NFKB1,0.10009596369825755
12,hepatocyte,CYP3A4,0.7296228343228214
12,hepatocyte,CYP3A5,0.8766849370482869
12,hepatocyte,CYP2B6,0.7755949452473129
12,hepatocyte,CYP2C8,0.818132892582498
12,hepatocyte,CYP2C9,0.9035471511444245
12,hepatocyte,CYP1A2,0.6176333007404678
12,hepatocyte,CYP7A1,0.5111709349207315
12,hepatocyte,UGT1A1,0.10632037487432552
12,hepatocyte,UGT1A6,0.13036302397293015
12,hepatocyte,SULT2A1,0.6901033438235106
12,hepatocyte,GSTA1,-0.036296901392109344
12,hepatocyte,GSTA2,0.08264060522825543
12,hepatocyte,ABCB1,0.6931022796997204
12,hepatocyte,ABCC2,0.8411891956490222
12,hepatocyte,ABCC3,0.7505657817268627
12,hepatocyte,SLCO1B1,0.8341149087042273
12,hepatocyte,G6PC1,0.7558253856381644
12,hepatocyte,PCK1,0.6903091194592418
12,hepatocyte,CPT1A,0.7775717781996115
12,hepatocyte,NFKB1,0.7058365191686894
12,intestinal crypt stem cell,CYP3A4,0.4811749398159752
12,intestinal crypt stem cell,CYP3A5,0.6756159771187847
12,intestinal crypt stem cell,CYP2B6,0.3609011332476937
12,intestinal crypt stem cell,CYP2C8,0.23268090867408614
12,intestinal crypt stem cell,CYP2C9,0.18082592756144628
12,intestinal crypt stem cell,CYP1A2,
12,intestinal crypt stem cell,CYP7A1,
